"assembly_accession","taxid","organism_name","assembly_level","release_type","genome_rep","seq_rel_date","asm_name","submitter","gbrs_paired_asm","paired_asm_comp","ftp_path","excluded_from_refseq","relation_to_type_material","asm_not_live_date","superkingdom","phylum","class","order","family","genus","assembly_id","b_complete","b_complete_and_single_copy","b_complete_and_duplicated","b_fragmented","b_missing","b_total_groups_searched","genome_size","global_cg_oe","global_cg_dens","dist_from_zeb_lca","mean_lifespan","mae_lifespan","mre_lifespan","sd_lifespan","max_lifespan","n_reported_values"
"GCA_003573665.1",361644,"Oxygymnocypris stewartii","Scaffold","Major","Full","2018/09/18","Novo_Ost_1.0","Novogene Bioinformatics Technology Corporation","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/573/665/GCA_003573665.1_Novo_Ost_1.0","",NA,"na","Eukaryota","Chordata","Actinopteri","Cypriniformes","Cyprinidae","Oxygymnocypris","GCA_003573665.1_Novo_Ost_1.0",94.7,52.4,42.3,0.9,4.4,3640,1849224471,0.565990628009498,0.0209628136594132,173.838,21,4,19.047619047619,5.65685424949238,25,2
"GCA_003604335.1",27697,"Sardina pilchardus","Scaffold","Major","Full","2018/10/01","UP_Spi","CIIMAR - Interdisciplinary Centre of Marine and Environmental Research","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/604/335/GCA_003604335.1_UP_Spi","",NA,"na","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Sardina","GCA_003604335.1_UP_Spi",65.2,64,1.2,9.4,25.4,3640,641491539,0.464780460737296,0.0228785090803824,419.26,11.2857142857143,3.38775510204082,30.0180831826401,4.15187851918806,15,7
"GCA_003987875.1",59899,"Clarias batrachus","Scaffold","Major","Full","2018/12/31","ASM398787v1","Auburn University","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/987/875/GCA_003987875.1_ASM398787v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Siluriformes","Clariidae","Clarias","GCA_003987875.1_ASM398787v1",89,87.4,1.6,2.1,8.9,3640,821750104,0.53835543535805,0.0179344899723919,284.22322,11,9.33333333333333,84.8484848484848,12.1655250605964,25,3
"GCA_004010195.1",36176,"Chiloscyllium plagiosum","Chromosome","Major","Full","2019/01/10","ASM401019v1","BGI","GCF_004010195.1","different","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/010/195/GCA_004010195.1_ASM401019v1","",NA,"na","Eukaryota","Chordata","Chondrichthyes","Orectolobiformes","Hemiscylliidae","Chiloscyllium","GCA_004010195.1_ASM401019v1",NA,NA,NA,NA,NA,NA,3776550609,0.304756145373693,0.012197336874084,NA,20.5,6.75,32.9268292682927,9,25,4
"GCA_004028445.1",172907,"Cirrhinus molitorella","Scaffold","Major","Full","2019/01/17","ASM402844v1","Xiamen University","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/028/445/GCA_004028445.1_ASM402844v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Cypriniformes","Cyprinidae","Cirrhinus","GCA_004028445.1_ASM402844v1",33.5,33.1,0.4,20,46.5,3640,920272578,0.495082354901114,0.0145462087212165,173.838,26,0,0,NA,26,1
"GCA_004354835.1",8167,"Perca flavescens","Chromosome","Major","Full","2019/03/19","PFLA_1.0","INRA (Fish Physiology and Genomics laboratory)","GCF_004354835.1","different","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/354/835/GCA_004354835.1_PFLA_1.0","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Percidae","Perca","GCA_004354835.1_PFLA_1.0",97,96.1,0.9,0.3,2.7,3640,877439799,0.467074138883543,0.0194602581504284,460.8,11,1.2,10.9090909090909,1.73205080756888,12,5
"GCA_004916995.1",34816,"Morone saxatilis","Scaffold","Major","Full","2019/04/26","NCSU_SB_2.0","North Carolina State University","GCF_004916995.1","different","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/916/995/GCA_004916995.1_NCSU_SB_2.0","",NA,"na","Eukaryota","Chordata","Actinopteri","Unknown","Moronidae","Morone","GCA_004916995.1_NCSU_SB_2.0",92.1,91.1,1,1.6,6.3,3640,598109547,0.384345519680133,0.0152558039672956,460.8,27.25,4.125,15.1376146788991,5.5,30,4
"GCA_005784505.1",175774,"Bagarius yarrelli","Scaffold","Major","Full","2019/05/22","ASM578450v1","Shenzhen Key Lab of Marine Genomics","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/784/505/GCA_005784505.1_ASM578450v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Siluriformes","Sisoridae","Bagarius","GCA_005784505.1_ASM578450v1",92.9,91.4,1.5,1.1,6,3640,570806968,0.482992981549936,0.0174650863757501,284.22322,7.5,2.5,33.3333333333333,3.53553390593274,10,2
"GCA_006149115.2",8023,"Oncorhynchus nerka","Chromosome","Minor","Full","2019/06/07","Oner_1.1","Fisheries and Oceans Canada","GCF_006149115.2","different","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/149/115/GCA_006149115.2_Oner_1.1","",NA,"na","Eukaryota","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","GCA_006149115.2_Oner_1.1",87.2,59.3,27.9,2.8,10,3640,1925195863,0.430275668198092,0.0187016711867929,460.8,6.71666666666667,1.28333333333333,19.106699751861,1.53677150763107,8,6
"GCA_006182925.3",111784,"Reinhardtius hippoglossoides","Chromosome","Major","Full","2021/05/25","UL_REHI_2.0","McGill University","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/182/925/GCA_006182925.3_UL_REHI_2.0","",NA,"na","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Reinhardtius","GCA_006182925.3_UL_REHI_2.0",96.1,94.8,1.3,0.8,3.1,3640,598525361,0.505905625947267,0.0230208323620225,460.8,22.5,6.375,28.3333333333333,8.55235974119758,33,8
"GCA_006937955.1",52664,"Pachypanchax playfairii","Scaffold","Major","Full","2019/07/12","MPIBA_Ppla_1.0","Max Planck Institute for Biology of Ageing","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/937/955/GCA_006937955.1_MPIBA_Ppla_1.0","",NA,"na","Eukaryota","Chordata","Actinopteri","Cyprinodontiformes","Aplocheilidae","Pachypanchax","GCA_006937955.1_MPIBA_Ppla_1.0",96.6,95.4,1.2,0.7,2.7,3640,669774067,0.426130432209106,0.0169350614764844,460.8,4,1,25,1.4142135623731,5,2
"GCA_006937985.1",52653,"Aphyosemion australe","Scaffold","Major","Full","2019/07/12","MPIBA_Aaus_1.0","Max Planck Institute for Biology of Ageing","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/937/985/GCA_006937985.1_MPIBA_Aaus_1.0","",NA,"na","Eukaryota","Chordata","Actinopteri","Cyprinodontiformes","Nothobranchiidae","Aphyosemion","GCA_006937985.1_MPIBA_Aaus_1.0",96.2,94.9,1.3,1,2.8,3640,868348903,0.507778368380255,0.0204729377080816,460.8,3.66666666666667,0.888888888888889,24.2424242424242,1.15470053837925,5,3
"GCA_006942095.1",321403,"Nothobranchius kuhntae","Scaffold","Major","Full","2019/07/12","MPIBA_Nkuh_1.0","Max Planck Institute for Biology of Ageing","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/942/095/GCA_006942095.1_MPIBA_Nkuh_1.0","",NA,"na","Eukaryota","Chordata","Actinopteri","Cyprinodontiformes","Nothobranchiidae","Nothobranchius","GCA_006942095.1_MPIBA_Nkuh_1.0",95.6,94.1,1.5,0.9,3.5,3640,1122656415,0.530107440388187,0.0223342713451649,460.8,1.2,0,0,NA,1.2,1
"GCA_007210695.1",47308,"Neogobius melanostomus","Contig","Major","Full","2019/07/22","RGoby_Basel_V2","University of Basel","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/210/695/GCA_007210695.1_RGoby_Basel_V2","",NA,"na","Eukaryota","Chordata","Actinopteri","Gobiiformes","Gobiidae","Neogobius","GCA_007210695.1_RGoby_Basel_V2",89.6,87.7,1.9,1.8,8.6,3640,1003738541,0.581664388104031,0.0251475119953574,460.8,4.625,0.875,18.9189189189189,1.06066017177982,6,8
"GCA_007364275.2",63155,"Archocentrus centrarchus","Chromosome","Major","Full","2019/08/01","fArcCen1","Vertebrate Genomes Project","GCF_007364275.1","different","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/364/275/GCA_007364275.2_fArcCen1","",NA,"na","Eukaryota","Chordata","Actinopteri","Cichliformes","Cichlidae","Archocentrus","GCA_007364275.2_fArcCen1",95.5,94.1,1.4,0.6,3.9,3640,932947025,0.363781077841822,0.0149053918683111,460.8,6.5,1.5,23.0769230769231,2.12132034355964,8,2
"GCA_007927625.1",365059,"Coilia nasus","Chromosome","Major","Full","2019/08/16","knifefish_assembly_2.0","BGI","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/927/625/GCA_007927625.1_knifefish_assembly_2.0","",NA,"na","Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Coilia","GCA_007927625.1_knifefish_assembly_2.0",80.8,79.4,1.4,1.5,17.7,3640,812159898,0.42267750423012,0.0207753880012431,419.26,5,0,0,NA,5,1
"GCA_008086565.1",76338,"Thalassoma bifasciatum","Scaffold","Major","Full","2019/08/02","UOO_Thbifa_1.2","University of Otago","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/086/565/GCA_008086565.1_UOO_Thbifa_1.2","",NA,"na","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Thalassoma","GCA_008086565.1_UOO_Thbifa_1.2",95.4,81.8,13.6,1.2,3.4,3640,1095910316,0.401734012706647,0.0145349457591929,460.8,3.33333333333333,0.444444444444444,13.3333333333333,0.577350269189626,4,3
"GCA_008315115.2",283035,"Sander lucioperca","Chromosome","Major","Full","2020/08/14","SLUC_FBN_1.2","Leibniz Institute for Farm Animal Biology (FBN)","GCF_008315115.2","different","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/315/115/GCA_008315115.2_SLUC_FBN_1.2","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Percidae","Sander","GCA_008315115.2_SLUC_FBN_1.2",97.3,96.3,1,0.3,2.4,3640,901221791,0.478369593177593,0.0199678960048581,460.8,16.6666666666667,0.444444444444444,2.66666666666666,0.577350269189626,17,3
"GCA_008360985.1",135764,"Macquaria ambigua","Scaffold","Major","Full","2019/09/09","GOP001_1.1","Deakin University","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/360/985/GCA_008360985.1_GOP001_1.1","",NA,"na","Eukaryota","Chordata","Actinopteri","Centrarchiformes","Percichthyidae","Macquaria","GCA_008360985.1_GOP001_1.1",95.5,94.5,1,1.6,2.9,3640,661429323,0.375036255268624,0.0155704013140645,460.8,20,0,0,0,20,3
"GCA_008586565.1",183150,"Oryzias sinensis","Scaffold","Major","Full","2019/09/19","ASM858656v1","Peking University","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/586/565/GCA_008586565.1_ASM858656v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Beloniformes","Adrianichthyidae","Oryzias","GCA_008586565.1_ASM858656v1",87.9,86,1.9,3.9,8.2,3640,813986518,0.532578549575809,0.0177205330567895,460.8,3.5,2.5,71.4285714285714,3.3166247903554,8,4
"GCA_008692095.1",54343,"Etheostoma spectabile","Chromosome","Major","Full","2019/10/07","UIUC_Espe_1.0","University of Illinois at Urbana-Champaign","GCF_008692095.1","different","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/692/095/GCA_008692095.1_UIUC_Espe_1.0","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Percidae","Etheostoma","GCA_008692095.1_UIUC_Espe_1.0",94,91.5,2.5,0.5,5.5,3640,854790067,0.440975550881828,0.0182779697649435,460.8,1.5,0.5,33.3333333333333,0.707106781186548,2,2
"GCA_008729295.2",160734,"Plectropomus leopardus","Chromosome","Major","Full","2020/05/27","YSFRI_Pleo_2.0","Yellow Sea Fisheries Research Institute, Chinese Academy of Fishery Sciences","GCF_008729295.1","different","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/729/295/GCA_008729295.2_YSFRI_Pleo_2.0","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Serranidae","Plectropomus","GCA_008729295.2_YSFRI_Pleo_2.0",93.6,92,1.6,2.1,4.3,3640,895688574,0.428602512317439,0.0161627929843392,460.8,19,4.66666666666667,24.5614035087719,5.45435605731786,26,9
"GCA_008933995.1",1333648,"Datnioides undecimradiatus","Scaffold","Major","Full","2019/10/10","BGI_Dund_1.0","BGI","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/933/995/GCA_008933995.1_BGI_Dund_1.0","",NA,"na","Eukaryota","Chordata","Actinopteri","Lobotiformes","Datnioididae","Datnioides","GCA_008933995.1_BGI_Dund_1.0",96.6,93.8,2.8,0.8,2.6,3640,595034438,0.465110916346793,0.0211337751177353,NA,15,5,33.3333333333333,7.07106781186548,20,2
"GCA_009078355.1",310915,"Pangasianodon hypophthalmus","Chromosome","Major","Full","2019/10/22","GENO_Phyp_1.0","GenoFish","GCF_009078355.1","different","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/078/355/GCA_009078355.1_GENO_Phyp_1.0","",NA,"na","Eukaryota","Chordata","Actinopteri","Siluriformes","Pangasiidae","Pangasianodon","GCA_009078355.1_GENO_Phyp_1.0",95.9,95,0.9,0.5,3.6,3640,758990195,0.380514029411212,0.0143618087187543,284.22322,10.8,0,0,NA,10.8,1
"GCA_009193085.1",283036,"Sander vitreus","Contig","Major","Full","2019/10/21","ASM919308v1","Auburn University","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/193/085/GCA_009193085.1_ASM919308v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Percidae","Sander","GCA_009193085.1_ASM919308v1",40.4,39.8,0.6,22.1,37.5,3640,782907723,0.470333607055823,0.0196040983491486,460.8,21.6666666666667,6.33333333333333,29.2307692307692,7.47440075635945,29,6
"GCA_009660295.1",8074,"Lophius piscatorius","Contig","Major","Full","2019/11/13","BF2_Nord","Nord university","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/660/295/GCA_009660295.1_BF2_Nord","",NA,"na","Eukaryota","Chordata","Actinopteri","Lophiiformes","Lophiidae","Lophius","GCA_009660295.1_BF2_Nord",89.8,88.8,1,3.8,6.4,3640,747363853,0.501067995504365,0.0200864384057922,460.8,17.6,7.68,43.6363636363636,8.79204185613331,24,5
"GCA_009663075.1",37273,"Gambusia holbrooki","Scaffold","Major","Full","2019/11/14","ASM966307v1","University of Wuerzburg","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/663/075/GCA_009663075.1_ASM966307v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","GCA_009663075.1_ASM966307v1",88.5,85.6,2.9,4.9,6.6,3640,764985754,0.461185119189462,0.0173309894082028,460.8,4,1,25,1.4142135623731,5,2
"GCA_009756435.1",70433,"Chionodraco myersi","Scaffold","Major","Full","2019/12/16","Cmyersi_v0.1","University of Padova","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/756/435/GCA_009756435.1_Cmyersi_v0.1","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Channichthyidae","Chionodraco","GCA_009756435.1_Cmyersi_v0.1",84.8,80.6,4.2,5.4,9.8,3640,1120102150,0.567627527752745,0.0247896444087711,460.8,17,0,0,NA,17,1
"GCA_009756495.1",36188,"Chionodraco hamatus","Scaffold","Major","Full","2019/12/16","Chamatus_v0.1","University of Padova","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/756/495/GCA_009756495.1_Chamatus_v0.1","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Channichthyidae","Chionodraco","GCA_009756495.1_Chamatus_v0.1",62.1,61.6,0.5,13.3,24.6,3640,829466164,0.811518530285876,0.0130718773960742,460.8,10,0,0,NA,10,1
"GCA_009762535.1",1203425,"Notolabrus celidotus","Chromosome","Major","Full","2019/12/18","fNotCel1.pri","Vertebrate Genomes Project","GCF_009762535.1","different","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/762/535/GCA_009762535.1_fNotCel1.pri","",NA,"na","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Notolabrus","GCA_009762535.1_fNotCel1.pri",0.1,0.1,0,0,99.9,3640,846760650,0.393981086991254,0.015893175952378,NA,7,0,0,0,7,3
"GCA_009764475.2",685728,"Pristis pectinata","Chromosome","Major","Full","2019/12/19","sPriPec2.1.pri","Vertebrate Genomes Project","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/764/475/GCA_009764475.2_sPriPec2.1.pri","",NA,"na","Eukaryota","Chordata","Chondrichthyes","Rhinopristiformes","Pristidae","Pristis","GCA_009764475.2_sPriPec2.1.pri",NA,NA,NA,NA,NA,NA,2267857790,0.275590575523528,0.0121505396509011,NA,14.1,1.4,9.9290780141844,1.97989898732233,15.5,2
"GCA_009769545.1",8103,"Cyclopterus lumpus","Chromosome","Major","Full","2019/12/23","fCycLum1.pri","Vertebrate Genomes Project","GCF_009769545.1","different","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/769/545/GCA_009769545.1_fCycLum1.pri","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Cyclopteridae","Cyclopterus","GCA_009769545.1_fCycLum1.pri",95.3,94.5,0.8,0.6,4.1,3640,572902877,0.55449601744393,0.024529051195531,460.8,10.25,2.75,26.8292682926829,3.40342964277702,13,4
"GCA_009819705.1",8267,"Hippoglossus hippoglossus","Chromosome","Major","Full","2019/12/31","fHipHip1.pri","Vertebrate Genomes Project","GCF_009819705.1","different","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/819/705/GCA_009819705.1_fHipHip1.pri","",NA,"na","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Hippoglossus","GCA_009819705.1_fHipHip1.pri",97.1,95.6,1.5,0.6,2.3,3640,596792676,0.484200760914445,0.0213250656581449,460.8,41,19.3333333333333,47.1544715447154,28.1069386451104,90,6
"GCA_009936485.1",42648,"Gymnarchus niloticus","Scaffold","Major","Full","2020/01/27","ASM993648v1","IRIDIAN GENOMES","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/936/485/GCA_009936485.1_ASM993648v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Osteoglossiformes","Gymnarchidae","Gymnarchus","GCA_009936485.1_ASM993648v1",84.9,83.1,1.8,4.6,10.5,3640,653962364,0.46487708223714,0.0218304443587215,559.9,9,5,55.5555555555556,7.07106781186548,14,2
"GCA_010015445.1",8168,"Perca fluviatilis","Chromosome","Major","Full","2020/01/30","GENO_Pfluv_1.0","SEX'PERCH","GCF_010015445.1","different","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/015/445/GCA_010015445.1_GENO_Pfluv_1.0","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Percidae","Perca","GCA_010015445.1_GENO_Pfluv_1.0",96,95.1,0.9,0.5,3.5,3640,951362726,0.48385534754783,0.0202236712393544,460.8,14.1624999880791,5.52500001192093,39.0114740799397,6.24765289966741,22,16
"GCA_010645085.1",7906,"Acipenser ruthenus","Chromosome","Major","Full","2020/02/19","ASM1064508v1","University of Wuerzburg","GCF_010645085.1","different","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/645/085/GCA_010645085.1_ASM1064508v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","GCA_010645085.1_ASM1064508v1",91.3,39.7,51.6,0.8,7.9,3640,1830484458,0.427248696533022,0.0168590969811993,700.2,36.1242854527065,15.284897660236,42.3119723163709,19.5387676538231,69.6699981689453,7
"GCA_010883035.1",68464,"Poeciliopsis occidentalis","Scaffold","Major","Full","2020/02/20","ASM1088303v1","Texas A&M University","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/883/035/GCA_010883035.1_ASM1088303v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Poeciliopsis","GCA_010883035.1_ASM1088303v1",94.6,89.8,4.8,1.4,4,3640,724239826,0.465208267968182,0.017225062130179,460.8,1,0,0,0,1,2
"GCA_010909765.2",386614,"Amblyraja radiata","Chromosome","Minor","Full","2020/02/21","sAmbRad1.1.pri","Vertebrate Genomes Project","GCF_010909765.2","different","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/909/765/GCA_010909765.2_sAmbRad1.1.pri","",NA,"na","Eukaryota","Chordata","Chondrichthyes","Rajiformes","Rajidae","Amblyraja","GCA_010909765.2_sAmbRad1.1.pri",NA,NA,NA,NA,NA,NA,2558801738,0.498540260704832,0.0209416388945723,928.04000001,19.75,4.125,20.8860759493671,5.67890834580027,28,4
"GCA_010993605.1",7757,"Petromyzon marinus","Chromosome","Major","Full","2020/02/24","kPetMar1.pri","Vertebrate Genomes Project","GCF_010993605.1","different","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/993/605/GCA_010993605.1_kPetMar1.pri","",NA,"na","Eukaryota","Chordata","Hyperoartia","Petromyzontiformes","Petromyzontidae","Petromyzon","GCA_010993605.1_kPetMar1.pri",49.7,47.4,2.3,1.5,48.8,3640,1089034212,0.753883939305273,0.0427747241424588,1171.856,6.94285714456013,3.51020407919981,50.5584949554972,4.41318370927168,11,7
"GCA_011004845.1",8010,"Esox lucius","Chromosome","Major","Full","2020/03/05","fEsoLuc1.pri","Vertebrate Genomes Project","GCF_011004845.1","different","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/004/845/GCA_011004845.1_fEsoLuc1.pri","",NA,"na","Eukaryota","Chordata","Actinopteri","Esociformes","Esocidae","Esox","GCA_011004845.1_fEsoLuc1.pri",95.7,94.6,1.1,0.9,3.4,3640,918749000,0.411268371439366,0.0182886588175878,460.8,15.4142857142857,6.76326530612245,43.8766053223884,8.05193308303207,30,14
"GCA_011125445.2",8078,"Fundulus heteroclitus","Chromosome","Major","Full","2020/08/13","MU-UCD_Fhet_4.1","University of Missouri","GCF_011125445.2","different","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/125/445/GCA_011125445.2_MU-UCD_Fhet_4.1","",NA,"na","Eukaryota","Chordata","Actinopteri","Cyprinodontiformes","Fundulidae","Fundulus","GCA_011125445.2_MU-UCD_Fhet_4.1",96.8,93.8,3,0.8,2.4,3640,1203489213,0.493221525483913,0.0204425405182257,460.8,3.6,1.04,28.8888888888889,1.51657508881031,5,5
"GCA_011397635.1",293821,"Epinephelus fuscoguttatus","Chromosome","Major","Full","2020/02/20","E.fuscoguttatus.final_Chr_v1","Epinephelus fuscoguttatus","GCF_011397635.1","different","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/397/635/GCA_011397635.1_E.fuscoguttatus.final_Chr_v1","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelus","GCA_011397635.1_E.fuscoguttatus.final_Chr_v1",97.7,96.7,1,0.4,1.9,3640,1046995804,0.409384011729622,0.0174787844708497,460.8,35,5,14.2857142857143,7.07106781186548,40,2
